ID,530,590,689,740,805,850,900,999
1238.0,1238.0,,,,,,,
273.0,273.0,,,,,2734.0,,
275.0,275.0,,,,,,,
279.0,279.0,,,,,,,1078.0
307.0,307.0,1175.0,2605.0,2201.0,2374.0,2403.0,,1688.0
722.0,722.0,,,2310.0,,447.0,,
726.0,726.0,,,,,,,
1928.0,1928.0,1876.0,2945.0,2207.0,393.0,2753.0,2473.0,394.0
1938.0,1938.0,,,,,,,
1948.0,1948.0,685.0,2261.0,1769.0,,2791.0,920.0,1726.0
1178.0,1178.0,,,725.0,,,913.0,1657.0
1954.0,1954.0,1893.0,1455.0,1267.0,426.0,2800.0,2508.0,438.0
3226.0,3226.0,266.0,333.0,1764.0,2049.0,134.0,855.0,1663.0
3235.0,3235.0,1157.0,2476.0,2898.0,348.0,1703.0,2494.0,1681.0
682.0,,682.0,,,,,,
988.0,,988.0,,,,,,
1099.0,,1099.0,,,,,,
1107.0,,1107.0,,,,,,
1112.0,,1112.0,,,,,,
1113.0,,1113.0,,,,,,
1452.0,,1452.0,,,,,,
1459.0,,1459.0,,,,,,
1522.0,,1522.0,,,,,,
1525.0,,1525.0,,,,,,
1901.0,,1901.0,,,,,,
1912.0,,1912.0,,,,,,
1926.0,,1926.0,,,,,,
2129.0,,2129.0,,,,,,
2130.0,,2130.0,,,,,,
2551.0,,2551.0,,,,,,
2555.0,,2555.0,,,,,,
2633.0,,2633.0,,,,,,
2989.0,,2989.0,,,,,,
1073.0,,,1073.0,,,,,
1082.0,,,1082.0,,,,,
271.0,,,271.0,,,,,
273.0,,,273.0,,,,,
274.0,,,274.0,,,,,
319.0,,,319.0,,,,,
325.0,,,325.0,,,,,
326.0,,,326.0,,,,,
598.0,,,598.0,,,,,
665.0,,,665.0,,,,,
18.0,,,18.0,,,,,
20.0,,,20.0,,,,,
242.0,,,242.0,,,,,
2025.0,,,2025.0,,,,,
2255.0,,,2255.0,,,,,
2286.0,,,2286.0,,,,,
2287.0,,,2287.0,,,,,
2303.0,,,2303.0,,,,,
2318.0,,,2318.0,,,,,
2512.0,,,2512.0,,,,,
699.0,,,,699.0,,,,
714.0,,,,714.0,,,,
750.0,,,,750.0,,,,
753.0,,,,753.0,,,,
777.0,,,,777.0,,,,
912.0,,,,912.0,,,,
931.0,,,,931.0,,,,
932.0,,,,932.0,,,,
978.0,,,,978.0,,,,
1147.0,,,,1147.0,,,,
1171.0,,,,1171.0,,,,
1176.0,,,,1176.0,,,,
1177.0,,,,1177.0,,,,
1180.0,,,,1180.0,,,1423.0,
1192.0,,,,1192.0,,,,
1195.0,,,,1195.0,,,,
1197.0,,,,1197.0,,,,
1198.0,,,,1198.0,,,,
1223.0,,,,1223.0,,,,
1294.0,,,,1294.0,,,,
1298.0,,,,1298.0,,,,
1302.0,,,,1302.0,,,,
1510.0,,,,1510.0,,,,
1740.0,,,,1740.0,,,,
1757.0,,,,1757.0,,,,
2034.0,,,,2034.0,,,,
2070.0,,,,2070.0,,,,
2073.0,,,,2073.0,,,,
2082.0,,,,2082.0,,,,
2189.0,,,,2189.0,,,,
2190.0,,,,2190.0,,,,
2191.0,,,,2191.0,,,,
2205.0,,,,2205.0,,,,
2209.0,,,,2209.0,,,,
2217.0,,,,2217.0,,,,
2218.0,,,,2218.0,,,,
2219.0,,,,2219.0,,,,
2233.0,,,,2233.0,,,,
2234.0,,,,2234.0,,,,
2241.0,,,,2241.0,,,,
2258.0,,,,2258.0,,,,
2259.0,,,,2259.0,,,,
2265.0,,,,2265.0,,,,
2348.0,,,,2348.0,,,,
2357.0,,,,2357.0,,,,
2427.0,,,,2427.0,,,,
2448.0,,,,2448.0,,,,
2463.0,,,,2463.0,,,,
2464.0,,,,2464.0,,,,
2478.0,,,,2478.0,,,,
2479.0,,,,2479.0,,,,
423.0,,,,423.0,,,,
447.0,,,,447.0,,,,
2552.0,,,,2552.0,,,,
2592.0,,,,2592.0,,,,
2594.0,,,,2594.0,,,,
2600.0,,,,2600.0,,,,
2601.0,,,,2601.0,,,,
2618.0,,,,2618.0,,,,
2830.0,,,,2830.0,,,,
2850.0,,,,2850.0,,,,
2851.0,,,,2851.0,,,,
2852.0,,,,2852.0,,,,
2874.0,,,,2874.0,,,,
2879.0,,,,2879.0,,,,
2883.0,,,,2883.0,,,,
2909.0,,,,2909.0,,,,
2004.0,,,,,2004.0,,,
2054.0,,,,,2054.0,,,
2090.0,,,,,2090.0,,,
2381.0,,,,,2381.0,,,
2382.0,,,,,2382.0,,,
2404.0,,,,,2404.0,,,
2412.0,,,,,2412.0,,,
2876.0,,,,,2876.0,452.0,2519.0,
2889.0,,,,,2889.0,,,
370.0,,,,,370.0,,,
395.0,,,,,395.0,,,
422.0,,,,,422.0,,,
429.0,,,,,429.0,,,
140.0,,,,,,140.0,,
141.0,,,,,,141.0,,
440.0,,,,,,440.0,,
444.0,,,,,,444.0,,
