ID,530,590,689,740,805,850,900,999
474.0,,,,,,474.0,,
480.0,,,,,,480.0,,
489.0,,,,,,489.0,,
509.0,,,,,,509.0,,
515.0,,,,,,515.0,,
1710.0,,,,,,1710.0,,
1715.0,,,,,,1715.0,,
1718.0,,,,,,1718.0,,
1719.0,,,,,,1719.0,,
1722.0,,,,,,1722.0,,
1727.0,,,,,,1727.0,,
1766.0,,,,,,1766.0,,
1768.0,,,,,,1768.0,,
1782.0,,,,,,1782.0,,
1789.0,,,,,,1789.0,,
1790.0,,,,,,1790.0,,
1795.0,,,,,,1795.0,,
1796.0,,,,,,1796.0,,
1882.0,,,,,,1882.0,,
2248.0,,,,,,2248.0,,
2249.0,,,,,,2249.0,,
2254.0,,,,,,2254.0,,
2255.0,,,,,,2255.0,,
2263.0,,,,,,2263.0,,
2290.0,,,,,,2290.0,,
2294.0,,,,,,2294.0,,
2298.0,,,,,,2298.0,,
2428.0,,,,,,2428.0,,
2719.0,,,,,,2719.0,,
2750.0,,,,,,2750.0,,
2763.0,,,,,,2763.0,,
2771.0,,,,,,2771.0,,
2775.0,,,,,,2775.0,,
2782.0,,,,,,2782.0,,
2785.0,,,,,,2785.0,,
2788.0,,,,,,2788.0,,
2796.0,,,,,,2796.0,,
846.0,,,,,,,846.0,
864.0,,,,,,,864.0,
865.0,,,,,,,865.0,
896.0,,,,,,,896.0,
897.0,,,,,,,897.0,
898.0,,,,,,,898.0,
903.0,,,,,,,903.0,
904.0,,,,,,,904.0,
2187.0,,,,,,,2187.0,
2446.0,,,,,,,2446.0,
2463.0,,,,,,,2463.0,
2467.0,,,,,,,2467.0,
2477.0,,,,,,,2477.0,
2498.0,,,,,,,2498.0,
2507.0,,,,,,,2507.0,
383.0,,,,,,,383.0,
431.0,,,,,,,431.0,
432.0,,,,,,,432.0,
1052.0,,,,,,,1052.0,
1065.0,,,,,,,1065.0,
1066.0,,,,,,,1066.0,
1390.0,,,,,,,1390.0,
1397.0,,,,,,,1397.0,
1399.0,,,,,,,1399.0,
1401.0,,,,,,,1401.0,
1403.0,,,,,,,1403.0,
1411.0,,,,,,,1411.0,
1418.0,,,,,,,1418.0,
1447.0,,,,,,,1447.0,
1034.0,,,,,,,,1034.0
1037.0,,,,,,,,1037.0
1047.0,,,,,,,,1047.0
1050.0,,,,,,,,1050.0
1068.0,,,,,,,,1068.0
2238.0,,,,,,,,2238.0
2254.0,,,,,,,,2254.0
2272.0,,,,,,,,2272.0
2282.0,,,,,,,,2282.0
2286.0,,,,,,,,2286.0
289.0,,,,,,,,289.0
359.0,,,,,,,,359.0
397.0,,,,,,,,397.0
406.0,,,,,,,,406.0
418.0,,,,,,,,418.0
424.0,,,,,,,,424.0
435.0,,,,,,,,435.0
1647.0,,,,,,,,1647.0
1648.0,,,,,,,,1648.0
1649.0,,,,,,,,1649.0
1651.0,,,,,,,,1651.0
1659.0,,,,,,,,1659.0
1664.0,,,,,,,,1664.0
1672.0,,,,,,,,1672.0
1704.0,,,,,,,,1704.0
1711.0,,,,,,,,1711.0
1712.0,,,,,,,,1712.0
1732.0,,,,,,,,1732.0
