index,ID,X,Y,Z,Mass,Rvir,new_ID,Mstars
0,266.0,-5.908550062896301,82.80389622595419,-83.87834346982261,149394311.11559853,9.019376688296493,266.0,0.0
1,272.0,24.275561640142477,161.5883943200337,-45.04952871298648,110970619.03267552,7.760521959296139,272.0,0.0
2,514.0,-104.55991173272174,127.69436198750464,-8.880541385617622,1093906670.057691,17.925514605711157,514.0,0.0
3,682.0,23.34063481416364,52.41758059113422,-13.222099574738628,108446436.13254608,8.16884588404322,682.0,0.0
4,685.0,-24.926753066375323,29.438306741078293,2.3990451662502474,237619478.3323499,10.229745807871916,685.0,4133330.989
5,936.0,76.08504137871658,15.083007659167869,-164.56550337667628,154816631.2079401,9.222827307377775,936.0,0.0
6,988.0,53.208542006799014,107.83562135083648,-31.418332798997515,1465672802.1031163,19.464813208935798,988.0,4792439.858
7,1099.0,50.49531954456196,38.86489983975603,-46.651490701313115,106296207.52449934,7.7375111303534085,1099.0,0.0
8,1107.0,69.20167837848048,50.900324143959274,-70.18285852799286,1336695794.1923652,17.471172241826544,1107.0,0.0
9,1112.0,85.63326003089144,55.23971511904443,-50.08712654903388,902255649.6510364,15.47574326024286,1112.0,0.0
10,1113.0,80.58659644598292,48.392713064320596,-50.40998385069751,1376607749.1577759,17.734226025678705,1113.0,85956.99500000001
11,1148.0,-61.8948695974037,-128.233325541952,-127.21196763047831,659746982.6639956,13.66823122023625,1148.0,0.0
12,1157.0,-28.630842145921388,-68.8139759720414,-41.26142808571993,628615370.705256,13.931251207235158,1157.0,0.0
13,1171.0,142.35494265315057,-40.99173157195533,-57.32159223507911,164632905.66082454,9.553961633358197,1171.0,0.0
14,1175.0,-0.5529304165060611,-127.55539994929404,-42.26120861308054,129855259.35427903,8.725388322787966,1175.0,0.0
15,1186.0,3.144555297303934,-178.3513815271531,-29.38283476137118,103304573.18783782,8.061313953239088,1186.0,0.0
16,1452.0,-19.06566551655977,-30.69727312348029,-60.760810283270295,1365374926.1093392,19.100890302492047,1452.0,19471247.08
17,1459.0,-10.336314732834703,-54.672040892090685,-2.7036153308000044,111812013.33271867,7.228773535846657,1459.0,0.0
18,1522.0,37.75016764629516,31.387501157444408,94.83981732031033,400064326.81305486,11.273371714432658,1522.0,0.0
19,1525.0,21.066791551513944,80.41982288950554,55.483021022368845,207917992.11225086,10.14991683580367,1525.0,0.0
20,1539.0,-97.68867998502557,154.28452118030012,79.9355114014116,154910116.92381784,9.275322672034962,1539.0,0.0
21,1876.0,-30.96999248707232,79.51854064424572,13.982081947794413,241843706.97571665,10.629663972403032,1876.0,4203259.341
22,1893.0,-46.30837762546461,35.78393133000455,18.72971537406131,434592327.4010632,12.494804475326225,1893.0,15002604.212999998
23,1901.0,15.540238241271439,2.8347981726252067,46.556086347319805,4647527942.004072,28.41360034109356,1901.0,231402319.93800002
24,1904.0,0.03758374093986937,-0.2577871311745948,0.17054284014031815,12323035638.431475,33.15948644340684,1904.0,21378362196.576
25,1912.0,97.30037783433328,91.73422909915324,0.10678185073311663,575887964.0930278,13.647861373969068,1912.0,0.0
26,1926.0,35.9209943063511,119.25635875574271,3.441151743465096,202495660.59133768,9.208590785288855,1926.0,0.0
27,2129.0,30.32235477033265,0.8543764294929843,34.7058049606274,666758594.211974,13.943699714849652,2129.0,0.0
28,2130.0,53.22902883684124,5.441302261973315,-2.266272828986187,615994433.3474655,13.590126692370838,2130.0,0.0
29,2516.0,22.443944692601722,-77.69724490820285,127.71095565086317,1010702097.2121542,17.358406626890243,2516.0,0.0
30,2551.0,101.27453546886643,-52.6514075373022,-8.89947998782659,505678225.754506,12.312229045936936,2551.0,0.0
31,2555.0,8.58121930609372,-101.55359759827759,1.976212002897388,434533630.2572065,10.753731416004204,2555.0,0.0
32,2603.0,-32.314960671958424,-9.389471732355895,196.2622842731262,135277579.44662058,8.97027629801717,2603.0,0.0
33,2633.0,-41.94846982933616,-69.92956872325169,57.035172402836494,224465420.96548048,9.763170592484038,2633.0,0.0
34,2989.0,-9.921545127254994,-59.413774019651086,12.645208354951231,468376419.40497434,11.189851643177104,2989.0,0.0
