index,ID,X,Y,Z,Mass,Rvir,new_ID,Mstars
0,1035.0,-21.744585306093466,197.8330069301107,-7.215462421838048,108165967.55634117,7.986917528757301,1035.0,0.0
1,1039.0,-178.2076219037282,63.70264598179015,49.2210195887763,784834299.0799341,18.347628150487683,1039.0,0.0
2,1073.0,-156.83851867199422,53.19546057064209,56.88738272907774,149861751.123559,10.321640492168893,1073.0,0.0
3,1082.0,-0.4888095849794253,162.26173965522028,-44.39677021739362,107978996.12458563,9.322515574463166,1082.0,0.0
4,1455.0,-37.63376473591683,-38.70882059172863,-28.2663457820543,390183412.35906965,13.108506559425374,1455.0,14921372.188000001
5,271.0,4.509433255757953,-57.25354271848727,-138.89245764261202,195577534.759237,11.386976862251014,271.0,0.0
6,273.0,3.452184021095543,-65.0499331485681,-139.95500927091493,114336196.23284811,8.53522466122597,274.0,0.0
7,274.0,3.10452070122086,-65.07764743374128,-139.63496833294928,1140370305.1346762,20.323540121171007,274.0,0.0
8,281.0,2.4704108719573195,130.02793838617725,-147.49912063580388,948906256.1597773,18.94934158396454,281.0,0.0
9,319.0,138.80039696223224,-41.682172067228834,-103.32946197312307,159023602.7081558,10.552264715453596,319.0,0.0
10,325.0,54.53117549973478,107.68789873007138,-89.37431323029301,143971991.02325696,8.886147613083544,325.0,0.0
11,326.0,77.84929445384988,-88.50018325537214,-79.18249352993084,150048733.98388615,10.479566622180203,326.0,0.0
12,333.0,57.152100209981604,-10.597372340244206,-131.2783941085446,138082230.92295495,10.19511342363251,333.0,0.0
13,598.0,25.364462009102777,32.75960615267819,-83.45335814720983,115458059.10909617,9.362810520087454,598.0,0.0
14,665.0,-37.9191433893915,-32.883450687137504,-90.47087403533791,1299690444.9907393,20.9166422711634,665.0,210617593.338
15,16.0,-122.56075261500335,-93.73687051251636,-118.96616188100668,392744372.40268254,13.805333910821863,16.0,0.0
16,18.0,-27.151123095040987,-87.46708907224605,-97.98786158384169,167063602.8450762,10.626199835379373,18.0,0.0
17,20.0,-9.957576206797851,-154.75538505106215,-18.511214486227253,141073853.83104485,9.997961244223497,20.0,0.0
18,242.0,-60.96324374090006,-92.2650446000868,9.3412294117838,1143616568.0471027,20.63191010760754,242.0,4686657.387
19,2025.0,63.926292328598585,57.29437268953153,117.36465555292231,539894957.7657849,15.61636910819272,2025.0,0.0
20,2255.0,23.615110772267695,68.6249886767881,-0.22007449860341144,601223278.8102,16.296138265941593,2255.0,0.0
21,2261.0,-22.48222445544924,29.38587988583112,10.030238039183068,151941979.73041365,9.681081416123652,2261.0,3735247.2460000003
22,2268.0,-3.7425415788279404,-3.1701484609459487,0.12111116608548951,207811660.68186864,11.007988339874704,2269.0,238041597.02400002
23,2269.0,0.009596984690774033,0.14233973022385554,0.12317089773974121,3817395630.724146,27.129183610306733,2502.0,16214147074.258999
24,2286.0,121.76674199377622,108.30578183789268,41.9498184086377,255690518.64009786,10.977143451311628,2287.0,0.0
25,2287.0,121.9220159566829,108.01620466591712,42.66693651572927,2440480955.846857,24.619018895764906,2287.0,0.0
26,2303.0,115.95220918517504,86.60071649496406,91.94479145744018,430900075.90961313,14.386382330343478,2303.0,16675767.577000001
27,2318.0,114.98705731347488,10.142820079670635,83.08307356606335,169494300.02932787,10.880386739455005,2318.0,0.0
28,2319.0,122.91319620522998,131.50693142928142,-46.83378469952312,232411935.3865231,12.047389417682282,2319.0,0.0
29,2476.0,32.642778489442534,69.4787761721266,10.554204570336434,463982453.6158598,15.252549895183128,2476.0,0.0
30,2510.0,0.07587711531490643,-5.530471188103121,-0.1663194343246428,137270219.48055506,8.521417302235829,2510.0,100918433.66399999
31,2512.0,40.98925717266522,-15.726576695354819,39.50632240380989,447621996.19438577,12.379165225797408,2512.0,0.0
32,2605.0,-87.21491463979785,-70.40053093915576,59.65870558575594,122563167.80152403,9.834450178392093,2605.0,0.0
33,2945.0,-5.405198570681887,-38.632232921476756,71.03384688884188,173594242.95629233,10.790087550935608,2945.0,3940242.821
