index,ID,X,Y,Z,Mass,Rvir,new_ID,Mstars
0,405.0,-7.702120957644684,171.84689843848872,-15.206776982756184,1109332224.6061008,18.50631628405217,405.0,0.0
1,505.0,-42.457898490443604,141.2351120785959,-48.37035273295946,2243719.3239245983,2.1085195091160225,505.0,0.0
2,506.0,-43.03232905600447,137.45698266269176,-47.13024524344384,34310209.15572795,4.83567123971095,506.0,0.0
3,508.0,-20.691886152189348,123.80365396060284,-58.28623099565557,35151603.455771096,5.828764975719277,508.0,0.0
4,584.0,-47.977023959424685,58.03965538293893,-177.10838429142652,18043243.164417457,4.552111901017055,584.0,0.0
5,594.0,11.86681268609454,172.38778674882448,-16.43468380905532,13555804.51656826,4.02141277380426,594.0,0.0
6,603.0,63.20305312314957,178.77783758918468,-57.92463777256479,8039994.422634575,3.3985676948799273,603.0,0.0
7,617.0,-86.42531682571682,120.37959629031243,17.11908752685479,10844643.041826028,3.997113485556306,617.0,0.0
8,772.0,-10.961837440681853,74.27061906844058,-74.56749553784044,459121059.2473565,12.653557679486147,772.0,0.0
9,776.0,4.2748814731316545,50.008288660498344,-45.10657370621271,3421654001.1275635,24.71149637332298,776.0,242593856.465
10,777.0,17.596721281871535,44.33242086724327,-47.81316815392852,44032992.17844882,5.632539672686357,777.0,0.0
11,780.0,18.144304919224616,60.91864158084236,-69.91694991222523,3739532.2065409967,2.3796527150989557,780.0,0.0
12,790.0,4.899211422401195,69.34926803669302,-23.504773087231335,1682789.4929434485,1.9157171263346735,790.0,0.0
13,791.0,6.356339108642558,55.63256778939494,-42.359444138935274,1215347.967125824,1.6006768774520468,791.0,0.0
14,792.0,5.904470802010854,58.36992216513458,-38.739005074015374,1402324.5774528738,2.0636438049396766,792.0,0.0
15,794.0,-34.182327031892754,5.623208952255056,-45.25907346928831,1028371.3567987741,1.6006768774520468,794.0,0.0
16,798.0,-35.87200718212323,50.26085540249194,-12.337934393407,1215347.967125824,1.8609520933712278,798.0,0.0
17,799.0,-47.56367367803636,43.062230306889425,-13.050786807021362,4113485.4271950964,2.4467202218869826,799.0,0.0
18,800.0,31.690572528088293,2.427242878157498,-25.76389383868231,1963254.3191483074,1.9675181509137847,800.0,0.0
19,802.0,-10.719291372333945,25.77918835592864,-71.45574408389676,7479064.413081993,2.9086227317295323,802.0,0.0
20,803.0,-8.62762381520108,25.750987354182502,-73.28134701601392,107324573.25629802,8.458715114285441,803.0,0.0
21,811.0,-39.85477388509263,33.69520555606588,-42.48137611246538,1776277.8873926892,1.8027588555884166,811.0,0.0
22,812.0,-21.362601322089695,39.825155393790034,-42.59027576136986,1121859.6619622991,1.673533099801692,812.0,0.0
23,814.0,-25.60881542696581,-8.263032387733098,-93.91435081775147,3646043.9906631876,2.6286023623959656,814.0,0.0
24,815.0,-11.90978923251144,-8.753157756742638,-100.26178980744923,3552555.7747853785,2.6286023623959656,815.0,0.0
25,817.0,-5.893567084959841,54.082159069389654,-31.43525266191446,235075592.57474205,10.972035264402033,817.0,4341429.164999999
26,818.0,14.975290307408725,77.3784291900125,-21.910946062226355,1028371.3567987741,1.520505756361858,818.0,0.0
27,821.0,2.3085839120720575,78.56994338479946,-5.192558379294152,19445567.474013183,4.901582483065636,821.0,0.0
28,824.0,-42.036027454886735,17.50014020819976,-24.41668857811926,1121859.6619622991,1.6006768774520468,824.0,0.0
29,828.0,5.771690635006781,52.299825790972996,-24.892594475321925,73481806.96567343,7.329270228350941,828.0,0.0
30,851.0,34.155511396964954,81.61542902101567,-110.36074723975808,1028371.3567987741,1.8027588555884166,851.0,0.0
