Snapshot,Lookback,X,Y,Z,R,Mass,Mstars
520.0,7.641375389072152,,,,,50577172.28989554,0.0
523.0,7.596713167865263,,,,,50577172.28989554,0.0
525.0,7.566683618057125,,,,,50577172.28989554,0.0
527.0,7.53339063655954,,,,,50577172.28989554,0.0
530.0,7.482979561017268,,,,,50577172.28989554,0.0
532.0,7.445622694073074,,,,,50577172.28989554,0.0
535.0,7.388982983834753,,,,,50577172.28989554,0.0
537.0,7.368028485131425,,,,,50577172.28989554,0.0
539.0,7.32581407574925,,,,,50577172.28989554,0.0
541.0,7.304554308275986,,,,,50577172.28989554,0.0
543.0,7.271496275648464,,,,,50577172.28989554,0.0
545.0,7.236227198877431,,,,,50577172.28989554,0.0
547.0,7.19831221169613,,,,,50577172.28989554,0.0
550.0,7.152681385740628,,,,,50577172.28989554,0.0
553.0,7.099260464270884,,,,,50577172.28989554,0.0
555.0,7.075557727315488,,,,,50577172.28989554,0.0
557.0,7.039764478602527,,,,,50577172.28989554,0.0
560.0,6.986751233784402,,,,,50577172.28989554,0.0
563.0,6.943909723553674,,,,,50577172.28989554,0.0
565.0,6.8992999999999975,,,,,50577172.28989554,0.0
567.0,6.866292168543732,,,,,50577172.28989554,0.0
570.0,6.816364909661479,,,,,50577172.28989554,0.0
573.0,6.779399361578653,,,,,50577172.28989554,0.0
575.0,6.742137004320504,,,,,50577172.28989554,0.0
577.0,6.7130773554740495,,,,,50577172.28989554,0.0
580.0,6.66005882533,,,,,50577172.28989554,0.0
583.0,6.613862820712693,,,,,50577172.28989554,0.0
585.0,6.573229915265312,,,,,50577172.28989554,0.0
587.0,6.539376586173443,,,,,50577172.28989554,0.0
590.0,6.489295405186351,,,,,50577172.28989554,0.0
592.0,6.462779928727577,,,,,50577172.28989554,0.0
594.0,6.420803680733952,,,,,50577172.28989554,0.0
596.0,6.3912357509248015,,,,,50577172.28989554,0.0
598.0,6.360037918593159,,,,,50577172.28989554,0.0
600.0,6.323181769898123,,,,,50577172.28989554,0.0
602.0,6.296819541234349,,,,,50577172.28989554,0.0
604.0,6.257021370782392,,,,,50577172.28989554,0.0
608.0,6.198067183682968,,,,,50577172.28989554,0.0
610.0,6.166826674452982,,,,,50577172.28989554,0.0
612.0,6.133891202463207,,,,,50577172.28989554,0.0
614.0,6.100719280344513,,,,,50577172.28989554,0.0
616.0,6.067346103953526,,,,,50577172.28989554,0.0
618.0,6.032072868913223,,,,,50577172.28989554,0.0
620.0,5.9948320266449295,,,,,50577172.28989554,0.0
622.0,5.957324003606695,,,,,50577172.28989554,0.0
624.0,5.9365639909968575,,,,,50577172.28989554,0.0
626.0,5.894811696137233,,,,,50577172.28989554,0.0
629.0,5.85272746861963,,,,,50577172.28989554,0.0
630.0,5.829423163299706,,,,,50577172.28989554,0.0
632.0,5.806019824366869,,,,,50577172.28989554,0.0
634.0,5.758847580686567,,,,,50577172.28989554,0.0
636.0,5.735113676933862,,,,,50577172.28989554,0.0
639.0,5.687351268637958,,,,,50577172.28989554,0.0
640.0,5.674282004200253,,,,,50577172.28989554,0.0
642.0,5.63487750476342,,,,,50577172.28989554,0.0
644.0,5.607096887071627,,,,,50577172.28989554,0.0
646.0,5.563197273837341,,,,,50577172.28989554,0.0
648.0,5.532228479342441,,,,,50577172.28989554,0.0
650.0,5.499580009312712,,,,,50577172.28989554,0.0
652.0,5.4667717357004335,,,,,50577172.28989554,0.0
654.0,5.432045810452904,,,,,50577172.28989554,0.0
656.0,5.395473989249358,,,,,50577172.28989554,0.0
658.0,5.377073878453867,,,,,50577172.28989554,0.0
660.0,5.338220697323426,,,,,50577172.28989554,0.0
662.0,5.297253698952362,,,,,50577172.28989554,0.0
664.0,5.276641111204341,,,,,50577172.28989554,0.0
666.0,5.235158502612744,,,,,50577172.28989554,0.0
668.0,5.214323161439596,,,,,50577172.28989554,0.0
670.0,5.170266337889607,134.662,-16.889,-104.126,171.05939448331975,50577172.28989554,0.0
672.0,5.147046563163453,133.461,-16.137,-101.349,168.35635150180704,50577172.28989554,0.0
674.0,5.100322315894825,130.53,-17.874,-95.665,162.81693094085765,50577172.28989554,0.0
676.0,5.076783952863184,128.962,-18.513,-92.817,159.96538407418024,50577172.28989554,0.0
679.0,5.024693916499314,125.657,-17.347,-86.424,153.49171910562472,50577172.28989554,0.0
681.0,4.9984422681030605,123.832,-17.266,-83.146,150.15237692424319,50577172.28989554,0.0
682.0,4.972098961617661,122.039,-16.653,-79.864,146.79611175368373,50577172.28989554,0.0
684.0,4.945595796763422,120.115,-16.127,-76.554,143.3464623560693,50577172.28989554,0.0
687.0,4.892248159980066,115.837,-16.464,-69.741,136.20969475775212,50577172.28989554,0.0
689.0,4.862669314823597,113.123,-18.084,-65.88,132.15149861049628,50577172.28989554,0.0
690.0,4.8487228759760965,111.802,-18.844,-64.045,130.217301327435,50577172.28989554,0.0
692.0,4.806664730570148,107.56,-20.664,-58.518,124.17934941043941,50577172.28989554,0.0
694.0,4.778461168590125,104.795,-20.462,-54.821,120.02511199744826,50577172.28989554,0.0
698.0,4.720187077902779,98.475,-21.24,-46.893,111.11893031342589,50577172.28989554,0.0
704.0,4.622237616993765,86.237,-19.362,-31.636,93.87514958177162,50577172.28989554,0.0
706.0,4.577088592204344,80.266,-18.201,-25.109,86.04864344078878,50577172.28989554,0.0
708.0,4.5521323230353365,76.69,-17.911,-21.417,81.61401785232731,50577172.28989554,0.0
711.0,4.501814915026364,68.921,-17.639,-13.781,72.46485025859089,50577172.28989554,0.0
712.0,4.48942163564651,66.812,-17.825,-11.859,70.1584624261393,50577172.28989554,0.0
714.0,4.451988877090199,59.685,-19.538,-5.998,63.08730992045865,50577172.28989554,0.0
716.0,4.425636673797183,54.685,-19.251,-1.854,58.004202796004364,50577172.28989554,0.0
718.0,4.384017668022734,46.026,-18.972,4.764,50.010250509270605,50577172.28989554,0.0
720.0,4.356077168016793,39.781,-18.32,9.113,44.73474186803809,50577172.28989554,0.0
722.0,4.328017673411098,33.008,-17.352,13.336,39.60389960597315,50577172.28989554,0.0
724.0,4.282832647088027,21.006,-15.42,19.557,32.58074101367248,50577172.28989554,0.0
726.0,4.251573740401522,11.945,-13.482,23.09,29.284730645850235,50577172.28989554,0.0
