Snapshot,Lookback,X,Y,Z,R,Mass,Mstars
520.0,7.641375389072152,-76.7005,-20.225,-5.016,79.48067426267848,2898137.549354988,0.0
523.0,7.596713167865263,-77.2165,-13.725000000000001,-3.6535,78.51185617153628,2898137.549354988,0.0
525.0,7.566683618057125,-77.583,-7.2265,-2.58,77.96153276616616,2898137.549354988,0.0
527.0,7.53339063655954,-77.49549999999999,-2.057,-1.305,77.533778408188,2898137.549354988,0.0
530.0,7.482979561017268,-76.8395,6.2844999999999995,0.9195,77.10155109172577,2898137.549354988,0.0
532.0,7.445622694073074,-75.874,12.709,2.5389999999999997,76.97291132599831,2898137.549354988,0.0
535.0,7.388982983834753,-73.453,22.7065,5.279999999999999,77.06365389241546,2898137.549354988,0.0
537.0,7.368028485131425,-72.32050000000001,26.232,6.297,77.18824232517542,2898137.549354988,0.0
539.0,7.32581407574925,-70.2225,31.9155,8.366499999999998,77.587350571791,2898137.549354988,0.0
541.0,7.304554308275986,-68.363,35.958,9.304,77.80129786192516,2898137.549354988,0.0
543.0,7.271496275648464,-66.02850000000001,40.582499999999996,10.792000000000002,78.25068295229123,2898137.549354988,0.0
545.0,7.236227198877431,-63.335499999999996,45.33,12.306999999999999,78.8521192438732,2898137.549354988,0.0
547.0,7.19831221169613,-59.336,51.244,13.9245,79.62788539356046,2898137.549354988,0.0
550.0,7.152681385740628,-55.817,56.6075,16.261499999999998,81.14421068381897,2898137.549354988,0.0
553.0,7.099260464270884,-50.189,63.0975,18.491500000000002,82.71738511038656,2898137.549354988,0.0
555.0,7.075557727315488,-47.7565,65.65950000000001,19.435499999999998,83.48408167279557,2898137.549354988,0.0
557.0,7.039764478602527,-41.517,70.78,20.833,84.66099206836641,2898137.549354988,0.0
560.0,6.986751233784402,-35.843500000000006,75.3925,22.5655,86.47535682927247,2898137.549354988,0.0
563.0,6.943909723553674,-30.8955,78.88550000000001,23.579,87.93988441827747,2898137.549354988,0.0
565.0,6.8992999999999975,-22.083,83.19550000000001,24.237000000000002,89.42361141359703,2898137.549354988,0.0
567.0,6.866292168543732,-17.0975,85.3185,24.71,90.45526545480921,2898137.549354988,0.0
570.0,6.816364909661479,-11.3205,87.678,25.2735,91.94745894531289,2898137.549354988,0.0
573.0,6.779399361578653,-5.712,89.188,25.567,92.95589156691469,2898137.549354988,0.0
575.0,6.742137004320504,1.2465,90.3825,25.6435,93.95817772152671,2898137.549354988,0.0
577.0,6.7130773554740495,6.8100000000000005,90.9185,25.7245,94.73278018985825,2898137.549354988,0.0
580.0,6.66005882533,15.16,91.37899999999999,25.813000000000002,96.15746570079725,2898137.549354988,0.0
583.0,6.613862820712693,20.482,91.5615,25.9495,97.34678811599281,2898137.549354988,0.0
585.0,6.573229915265312,26.2275,91.1995,25.642,98.29925086438858,2898137.549354988,0.0
587.0,6.539376586173443,31.141,90.62950000000001,25.5795,99.18557844515503,2898137.549354988,0.0
590.0,6.489295405186351,38.229,89.28450000000001,25.316,100.36970776708479,2898137.549354988,0.0
592.0,6.462779928727577,41.954,88.339,25.207,100.99163275242162,2898137.549354988,0.0
594.0,6.420803680733952,47.828500000000005,86.5085,24.79,101.91089286479635,2898137.549354988,0.0
596.0,6.3912357509248015,53.032,84.274,24.4725,102.53488848314021,2898137.549354988,0.0
598.0,6.360037918593159,56.8255,82.631,24.12,103.14452972043645,2898137.549354988,0.0
600.0,6.323181769898123,66.85,75.788,18.142000000000003,102.67363638247163,2898137.549354988,0.0
602.0,6.296819541234349,69.97800000000001,73.644,17.622999999999998,103.10639819623223,2898137.549354988,0.0
604.0,6.257021370782392,75.475,69.1795,16.603,103.72048232750366,2898137.549354988,0.0
608.0,6.198067183682968,81.73750000000001,63.388999999999996,14.876,104.50109857436907,2898137.549354988,0.0
610.0,6.166826674452982,84.3605,60.733000000000004,13.938500000000001,104.87837256317435,2898137.549354988,0.0
612.0,6.133891202463207,87.126,57.6175,12.859,105.24290980037563,2898137.549354988,0.0
614.0,6.100719280344513,90.17,53.632000000000005,11.5505,105.54825614026032,2898137.549354988,0.0
616.0,6.067346103953526,92.3535,50.5865,10.286999999999999,105.80163190376602,2898137.549354988,0.0
618.0,6.032072868913223,95.068,46.1115,9.108,106.05258469386777,2898137.549354988,0.0
620.0,5.9948320266449295,96.858,42.919,7.6995000000000005,106.22050190641166,2898137.549354988,0.0
622.0,5.957324003606695,98.672,39.1495,6.2044999999999995,106.33598993050283,2898137.549354988,0.0
624.0,5.9365639909968575,100.2875,35.109,5.4015,106.3926723957059,2898137.549354988,0.0
626.0,5.894811696137233,102.537,28.182000000000002,3.8815,106.41018529844783,2898137.549354988,0.0
629.0,5.85272746861963,104.14150000000001,21.6515,2.172,106.39058726456962,2898137.549354988,0.0
630.0,5.829423163299706,104.56899999999999,19.363500000000002,1.179,106.3532365950844,2898137.549354988,0.0
632.0,5.806019824366869,104.9015,17.1825,0.254,106.29970613552983,2898137.549354988,0.0
634.0,5.758847580686567,105.685,10.114,-1.7275,106.18190277655604,2898137.549354988,0.0
636.0,5.735113676933862,105.7575,7.920999999999999,-2.7545,106.08948259606133,2898137.549354988,0.0
639.0,5.687351268637958,105.73,3.4475,-4.8015,105.89510167377904,2898137.549354988,0.0
640.0,5.674282004200253,105.6905,1.428,-5.3294999999999995,105.83442041462692,2898137.549354988,0.0
642.0,5.63487750476342,105.266,-4.6495,-6.931,105.59634163762493,2898137.549354988,0.0
644.0,5.607096887071627,104.76249999999999,-8.41,-8.1485,105.41493043445031,2898137.549354988,0.0
646.0,5.563197273837341,103.57249999999999,-14.6055,-9.966000000000001,105.07095004091282,2898137.549354988,0.0
648.0,5.532228479342441,102.3565,-19.55,-11.299,104.81757005984254,2898137.549354988,0.0
650.0,5.499580009312712,100.943,-23.929000000000002,-12.793,104.52629879126114,2898137.549354988,0.0
652.0,5.4667717357004335,99.4865,-27.7005,-14.2975,104.25593454930996,2898137.549354988,0.0
654.0,5.432045810452904,97.76249999999999,-31.449,-15.7825,103.9020370998567,2898137.549354988,0.0
656.0,5.395473989249358,95.2465,-36.6545,-17.3935,103.52768699603986,2898137.549354988,0.0
658.0,5.377073878453867,94.0805,-38.622,-18.2865,103.33051556292556,2898137.549354988,0.0
660.0,5.338220697323426,91.9245,-41.729,-20.032,102.92086360524769,2898137.549354988,0.0
662.0,5.297253698952362,88.8945,-46.1125,-21.887,102.50675858449529,2898137.549354988,0.0
664.0,5.276641111204341,86.80199999999999,-49.1125,-22.848,102.31645011556058,2898137.549354988,0.0
666.0,5.235158502612744,82.87049999999999,-53.8625,-24.7195,101.8810205914232,2898137.549354988,0.0
668.0,5.214323161439596,80.81700000000001,-56.091,-25.619500000000002,101.65602072799231,2898137.549354988,0.0
670.0,5.170266337889607,76.72149999999999,-60.0255,-27.445500000000003,101.20526015356118,2898137.549354988,0.0
672.0,5.147046563163453,74.6665,-61.778,-28.3285,100.96589235231866,2898137.549354988,0.0
674.0,5.100322315894825,68.8595,-66.8375,-30.033499999999997,100.55293764356166,2898137.549354988,0.0
676.0,5.076783952863184,65.8765,-69.107,-30.887999999999998,100.3471935095845,2898137.549354988,0.0
679.0,5.024693916499314,60.337,-72.56450000000001,-32.802,99.91061721984308,2898137.549354988,0.0
681.0,4.9984422681030605,57.181,-74.38749999999999,-33.7495,99.71055945836427,2898137.549354988,0.0
682.0,4.972098961617661,54.2775,-75.902,-34.6785,99.54777231309599,2898137.549354988,0.0
684.0,4.945595796763422,51.282,-77.345,-35.589,99.39149596419202,2898137.549354988,0.0
687.0,4.892248159980066,44.1785,-80.5015,-37.263,99.0997605118196,2898137.549354988,0.0
689.0,4.862669314823597,39.078,-82.509,-38.134,98.93951243562908,2898137.549354988,0.0
690.0,4.8487228759760965,36.6135,-83.3625,-38.5075,98.85687808518941,2898137.549354988,0.0
692.0,4.806664730570148,29.378500000000003,-85.502,-39.540499999999994,98.67694465527396,2898137.549354988,0.0
694.0,4.778461168590125,25.5305,-86.328,-40.144,98.56911661494182,2898137.549354988,0.0
698.0,4.720187077902779,16.375999999999998,-87.747,-41.188,98.30646331243943,2898137.549354988,0.0
704.0,4.622237616993765,2.3825000000000003,-87.3245,-42.1845,97.00915754066726,2898137.549354988,0.0
706.0,4.577088592204344,-3.1775,-87.0645,-42.431,96.90569347308752,2898137.549354988,0.0
708.0,4.5521323230353365,-6.5545,-86.811,-42.49,96.8736873007836,2898137.549354988,0.0
711.0,4.501814915026364,-13.744,-85.944,-42.436,96.83017488365907,2898137.549354988,0.0
712.0,4.48942163564651,-15.7975,-85.61699999999999,-42.358000000000004,96.81958406877195,2898137.549354988,0.0
714.0,4.451988877090199,-23.817,-83.9505,-42.0245,96.8555343772363,2898137.549354988,0.0
716.0,4.425636673797183,-27.7185,-82.93549999999999,-41.697,96.87751138164109,2898137.549354988,0.0
718.0,4.384017668022734,-34.231,-80.90199999999999,-41.0445,96.96156942443743,2898137.549354988,0.0
720.0,4.356077168016793,-38.092,-79.4595,-40.5595,97.00456507041305,2898137.549354988,0.0
722.0,4.328017673411098,-41.7145,-78.0415,-39.9855,97.10517721908549,2898137.549354988,0.0
724.0,4.282832647088027,-47.425,-75.489,-38.9625,97.29232319278844,2898137.549354988,0.0
726.0,4.251573740401522,-50.918499999999995,-73.75649999999999,-38.1745,97.41666892657538,2898137.549354988,0.0
728.0,4.218546832503941,-54.463499999999996,-71.936,-37.217,97.60207998424009,2898137.549354988,0.0
731.0,4.1837560100917885,-57.421,-70.40899999999999,-36.22,97.80841948421413,2898137.549354988,0.0
732.0,4.166252624258076,-58.473,-69.97800000000001,-35.6935,97.92874019025264,2898137.549354988,0.0
734.0,4.129379642199092,-60.68,-68.998,-34.5605,98.16931579801297,2898137.549354988,0.0
736.0,4.090517576788267,-63.655,-67.311,-33.286500000000004,98.441458889281,2898137.549354988,0.0
739.0,4.051387253346471,-67.19550000000001,-64.8825,-31.907,98.70679143554409,2898137.549354988,0.0
740.0,4.031717654255528,-69.16300000000001,-63.337500000000006,-31.2255,98.84427816267365,2898137.549354988,0.0
742.0,3.9921703326700086,-73.30449999999999,-59.779,-29.772,99.16375620785044,2898137.549354988,0.0
744.0,3.9703123977296446,-76.29400000000001,-56.6225,-28.935499999999998,99.31840263767839,2898137.549354988,0.0
746.0,3.9263621640915054,-82.071,-49.6295,-27.159,99.68122988933271,2898137.549354988,0.0
748.0,3.904236747925157,-84.549,-46.198499999999996,-26.2405,99.85689081630773,2898137.549354988,0.0
751.0,3.8597869359163535,-88.142,-41.037,-24.445500000000003,100.25283040019369,2898137.549354988,0.0
752.0,3.837429450196413,-89.392,-39.3245,-23.543,100.45704959459042,2898137.549354988,0.0
755.0,3.79021115421336,-91.5155,-36.485,-21.602,100.86073750102167,2898137.549354988,0.0
756.0,3.765320039697933,-92.434,-35.296,-20.563000000000002,101.05784947741566,2898137.549354988,0.0
758.0,3.7403442402838434,-93.5055,-33.665499999999994,-19.438000000000002,101.26440768848647,2898137.549354988,0.0
761.0,3.6900396490094094,-96.3605,-27.479,-17.049,101.642067089616,2898137.549354988,0.0
763.0,3.6647448434540313,-97.739,-23.725499999999997,-15.827,101.81505488016005,2898137.549354988,0.0
764.0,3.6393332294665535,-99.0205,-19.467,-14.6105,101.96808431808455,2898137.549354988,0.0
766.0,3.611243287317557,-100.24350000000001,-14.5055,-13.2285,102.1477461070483,2898137.549354988,0.0
768.0,3.5830408109660965,-101.199,-9.307500000000001,-11.798,102.3086504712578,2898137.549354988,0.0
770.0,3.5406764130714983,-102.0835,-1.3290000000000002,-9.6025,102.54274825408183,2898137.549354988,0.0
772.0,3.5122938050100214,-102.2635,4.0715,-8.107,102.66510601708839,2898137.549354988,0.0
774.0,3.480915262767496,-102.2575,8.793,-6.4085,102.8347316206932,2898137.549354988,0.0
776.0,3.4493642568072502,-102.03200000000001,13.132000000000001,-4.6195,102.97727044474428,2898137.549354988,0.0
778.0,3.4176414378115427,-101.70750000000001,16.7045,-2.8525,103.10961464747118,2898137.549354988,0.0
780.0,3.384160105599035,-101.092,20.7895,-1.1079999999999999,103.21348476943311,2898137.549354988,0.0
782.0,3.3488592409068514,-100.10749999999999,25.4955,0.724,103.30564482398819,2898137.549354988,0.0
784.0,3.313394622547607,-98.6565,30.75,2.651,103.3716367929327,2898137.549354988,0.0
786.0,3.2955764075645178,-97.705,33.679,3.624,103.41022890410794,2898137.549354988,0.0
788.0,3.2597687795980548,-95.662,39.0285,5.5655,103.46698433075163,2898137.549354988,0.0
790.0,3.220194766662841,-92.9015,44.9555,7.5954999999999995,103.48612130498465,2898137.549354988,0.0
