ID,530,590,689,740,805,850,900,999
978.0,,,,978.0,,,,
1171.0,,,325.0,1171.0,,,,
1176.0,,,,1176.0,2381.0,,,
1177.0,,,,1177.0,2381.0,,,
1180.0,,,,1180.0,,,1423.0,
1192.0,,,,1192.0,,,,
1195.0,,,,1195.0,,,,
1197.0,,,,1197.0,,,,
1198.0,,,,1198.0,,,,
1294.0,,,,1294.0,,474.0,,
1298.0,,,,1298.0,370.0,1782.0,,
1510.0,,1107.0,,1510.0,422.0,,846.0,
1740.0,,,,1740.0,,,,
1757.0,,,,1757.0,,,1447.0,
1769.0,,,2261.0,1769.0,,2791.0,920.0,1726.0
2034.0,,,,2034.0,,,1401.0,
2070.0,279.0,1926.0,20.0,2070.0,,,,
2073.0,,,,2073.0,,,1401.0,
2082.0,,,,2082.0,,,,
2190.0,,,,2190.0,,,,
2191.0,,,,2191.0,,,,
2209.0,,682.0,,2209.0,,489.0,,1651.0
2217.0,,,273.0,2217.0,,,,1712.0
2218.0,,,,2218.0,,,,
2219.0,,,,2219.0,,,,
2233.0,,1926.0,2286.0,2233.0,,509.0,2446.0,
2234.0,,1926.0,2286.0,2234.0,,509.0,2446.0,
2258.0,,1912.0,2025.0,2258.0,,509.0,2446.0,
2259.0,,,2025.0,2259.0,,509.0,2446.0,
2265.0,,,2286.0,2265.0,395.0,2254.0,,
2348.0,279.0,1926.0,20.0,2348.0,,,,1078.0
2357.0,,,,2357.0,,2294.0,2446.0,
2427.0,,,,2427.0,,,,1704.0
2448.0,,,,2448.0,429.0,,,
2463.0,,,,2463.0,,,,
2464.0,,,1082.0,2464.0,2054.0,1882.0,,
2479.0,,1912.0,,2479.0,,,,
423.0,,,,423.0,,489.0,,
447.0,,,,447.0,,,,
2552.0,,,,2552.0,,2263.0,,1659.0
2592.0,,,,2592.0,,,2477.0,
2594.0,,,,2594.0,,2248.0,,2282.0
2600.0,,,,2600.0,,2719.0,864.0,
2601.0,,2129.0,,2601.0,,2294.0,2446.0,
2618.0,,1113.0,,2618.0,,,,
2830.0,,,,2830.0,,,,
2850.0,,,,2850.0,,,,
2851.0,,,1082.0,2851.0,,,,
2852.0,,,,2852.0,,,,
2883.0,,,,2883.0,,,,
2909.0,,,,2909.0,,,,
2382.0,,,,1176.0,2382.0,,,
2412.0,,,,,2412.0,2763.0,896.0,
2876.0,,1113.0,,,2876.0,452.0,2519.0,
2889.0,,,,,2889.0,1718.0,896.0,
395.0,,,,2265.0,395.0,2254.0,,
422.0,1238.0,2555.0,,699.0,422.0,1790.0,846.0,1047.0
440.0,,,2255.0,,,440.0,,
444.0,,,,,,444.0,,
447.0,722.0,1926.0,20.0,2310.0,,447.0,,
489.0,1238.0,,,2209.0,,489.0,,1651.0
509.0,1238.0,2555.0,2025.0,2233.0,,509.0,1403.0,
1715.0,,,,,,1715.0,,
1719.0,,,,,2889.0,1719.0,896.0,
1722.0,,,,,,1722.0,,
1727.0,,,,,,1727.0,,
1766.0,,,,,,1766.0,,
1790.0,1238.0,,,,422.0,1790.0,846.0,1732.0
1795.0,,,,,,1795.0,,
1796.0,,,,2234.0,,1796.0,1052.0,
2249.0,,,,,,2249.0,,
2255.0,,,2286.0,2265.0,395.0,2255.0,,
2290.0,,,,,,2290.0,,
2294.0,,,2025.0,2233.0,,2294.0,2446.0,
2298.0,,,,,,2298.0,903.0,
2428.0,,,,,,2428.0,383.0,
2750.0,,,,,,2750.0,,2254.0
2771.0,,,,,,2771.0,,
2782.0,,,,753.0,,2782.0,,
2785.0,,,,,,2785.0,431.0,1034.0
2796.0,,,,,,2796.0,,2254.0
846.0,,2555.0,,699.0,422.0,1790.0,846.0,1047.0
865.0,,,,,,,865.0,
896.0,,,,,2412.0,1718.0,896.0,1712.0
898.0,,1522.0,2318.0,2478.0,,141.0,898.0,1649.0
904.0,,,,,,,904.0,
2467.0,,,,,2412.0,,2467.0,
2477.0,,1113.0,,2592.0,,,2477.0,
2495.0,3235.0,1157.0,2476.0,2898.0,348.0,1703.0,2495.0,1681.0
2509.0,1954.0,1893.0,1455.0,1267.0,426.0,2800.0,2509.0,438.0
432.0,,,,,,2785.0,432.0,1034.0
1052.0,,,,2233.0,,1796.0,1052.0,
1065.0,,,,,,,1065.0,
1066.0,,,,2592.0,,,1066.0,
1399.0,,,2303.0,2241.0,,1710.0,1399.0,289.0
1401.0,,,,2034.0,,,1401.0,397.0
1403.0,1238.0,2555.0,2025.0,2233.0,,509.0,1403.0,1047.0
1411.0,,,273.0,,,,1411.0,1050.0
1047.0,1238.0,2555.0,,,422.0,,846.0,1047.0
1050.0,,,,,,,1411.0,1050.0
1068.0,,,,,,,,1068.0
1078.0,279.0,1107.0,,2348.0,,,,1078.0
2238.0,,,,,,,,2238.0
2272.0,,,,,,,,2272.0
2286.0,1238.0,2555.0,,,422.0,,846.0,2286.0
359.0,,,,,,,,359.0
397.0,,,,,,,1401.0,397.0
1647.0,,,,,,,,1647.0
1648.0,,,,,,,,1648.0
1672.0,,,,,,,,1672.0
1711.0,,,,,,,,1711.0
1712.0,,,273.0,2217.0,,,896.0,1712.0
1732.0,,,,,422.0,1790.0,,1732.0
