ID,530,590,689,740,805,850,900,999
1238.0,1238.0,2555.0,,,422.0,489.0,1403.0,1047.0
273.0,273.0,,,,,2734.0,,
275.0,275.0,,,,,,,
279.0,279.0,1107.0,,2070.0,,,,1078.0
307.0,307.0,1175.0,2605.0,2201.0,2374.0,2403.0,,1688.0
722.0,722.0,1926.0,1082.0,2310.0,,447.0,,
726.0,726.0,2551.0,1082.0,,,,,
1928.0,1928.0,1876.0,,,,,,
1938.0,1938.0,,1082.0,,,,,
1948.0,1948.0,685.0,,,,,,
1178.0,1178.0,,,725.0,,,913.0,1657.0
1954.0,1954.0,1893.0,1455.0,1267.0,426.0,2800.0,2508.0,438.0
3226.0,3226.0,266.0,333.0,1764.0,2049.0,134.0,855.0,1663.0
3235.0,3235.0,1157.0,2476.0,2898.0,348.0,1703.0,2494.0,1681.0
682.0,,682.0,2286.0,2209.0,,,,1651.0
685.0,1948.0,685.0,2261.0,,,,,
988.0,,988.0,242.0,1147.0,,515.0,2507.0,418.0
1099.0,,1099.0,2255.0,,,,,
1107.0,279.0,1107.0,,1510.0,,,,1078.0
1112.0,,1112.0,,1510.0,,,,
1113.0,,1113.0,,2618.0,2876.0,452.0,2477.0,
1452.0,,1452.0,,750.0,,,,
1459.0,,1459.0,,,,,,
1522.0,,1522.0,2318.0,2478.0,,141.0,897.0,1649.0
1525.0,,1525.0,18.0,1302.0,,,2463.0,424.0
1876.0,1928.0,1876.0,2945.0,2207.0,393.0,2753.0,2473.0,394.0
1901.0,,1901.0,,,,,,
1912.0,,1912.0,,2189.0,,,,
1926.0,722.0,1926.0,20.0,912.0,,447.0,,
2129.0,,2129.0,,2601.0,,,,
2130.0,,2130.0,,,,,,
2551.0,726.0,2551.0,326.0,753.0,2004.0,140.0,2187.0,1664.0
2555.0,1238.0,2555.0,,,422.0,509.0,846.0,1047.0
2633.0,,2633.0,,2205.0,,2775.0,1390.0,1037.0
2989.0,,2989.0,,,,,,
1073.0,,,1073.0,1223.0,,,,
1082.0,722.0,,1082.0,2310.0,2054.0,1882.0,,
271.0,,,271.0,,,,,
273.0,,,273.0,2217.0,,,1411.0,1712.0
274.0,,,274.0,2217.0,,,,1712.0
319.0,,,319.0,2464.0,2054.0,1882.0,,
325.0,,,325.0,714.0,,1789.0,,
326.0,,2551.0,326.0,2879.0,2004.0,140.0,2187.0,1664.0
598.0,,,598.0,,,,,
665.0,,,665.0,2874.0,2090.0,480.0,1418.0,435.0
2025.0,,,2025.0,2258.0,,509.0,2446.0,
2255.0,,1099.0,2255.0,,,440.0,,
2261.0,,685.0,2261.0,1769.0,,2791.0,920.0,1726.0
2286.0,,682.0,2286.0,2070.0,,2254.0,,
2287.0,,682.0,2287.0,2070.0,,2254.0,,
2303.0,,,2303.0,2241.0,,1710.0,1397.0,289.0
2512.0,,,2512.0,,,,,
2945.0,,1876.0,2945.0,2207.0,393.0,2753.0,2473.0,394.0
699.0,,,,699.0,422.0,,846.0,
753.0,,2551.0,,753.0,422.0,2782.0,846.0,
777.0,,,,777.0,,1768.0,2498.0,406.0
912.0,,1926.0,20.0,912.0,,,,
931.0,,,,931.0,2404.0,2788.0,,
932.0,,,,932.0,2404.0,2788.0,,
