index,ID,X,Y,Z,Mass,Rvir,new_ID,Mstars
0,742.0,-174.9414792390256,86.0327707233914,28.108807100804366,199410563.39594164,14.101939075838294,742.0,0.0
1,771.0,-9.215929066626474,135.71382135527188,-0.3504235985509001,10190225.1735385,5.236245789818085,771.0,0.0
2,781.0,-27.010594886980233,165.11544897021892,-89.70872227807251,50483686.57401777,8.97653721827898,781.0,0.0
3,827.0,-42.95401457877374,89.6750175387816,118.62453950496916,3085113.9811106063,2.9088036979702765,827.0,0.0
4,833.0,-148.26527182367195,53.92844048307336,-42.541714909812484,1869766.1032704983,2.6750565045968657,833.0,0.0
5,879.0,-73.54128514155245,92.59118639107226,-33.77300012520971,1589301.098494208,2.3912423237835347,879.0,0.0
6,1127.0,-17.279199687749337,45.27955394571819,-20.661773965710587,37956252.07496255,6.973339566999381,1127.0,0.0
7,1128.0,-55.03601359922292,83.00297358813323,-63.53112010010346,1308836.272289349,2.3087190584138266,1128.0,0.0
8,1138.0,-99.59394929500708,28.6778258336162,-56.18752514756903,5702786.525689305,3.8272329623593686,1138.0,0.0
9,1139.0,-92.21051160409928,108.91782396814597,-49.90531689552731,46645143.65150492,7.221419759999645,1140.0,4944924.8
10,1140.0,-93.05857991301035,108.97350512568912,-50.44818315232051,980855879.561019,22.76615373205674,1140.0,5866355.956
11,1146.0,-102.00581350197167,27.26620613442852,-36.32672620301233,1308836.272289349,2.3087190584138266,1146.0,0.0
12,1149.0,-37.19113395598179,52.34100619099612,-73.18978197193064,1121859.6619622991,2.1231936668805758,1149.0,0.0
13,1151.0,-105.67014391920446,60.43805904350077,17.506400465208948,1589301.098494208,2.4684320192087554,1151.0,0.0
14,1152.0,2.688562914977793,73.74824889656243,-32.562687789575,1308836.272289349,2.3912423237835347,1152.0,0.0
15,1156.0,-17.63798602960536,34.33179403785345,-35.43640893084904,173140345.80570537,12.842238592646922,1156.0,0.0
16,1160.0,-63.231436824494516,92.53646368516958,-16.78397951383681,4393950.431971387,3.5237649331130174,1160.0,0.0
17,1165.0,1.3000742760545325,56.307764088727026,76.54125186878116,8600924.432187157,4.617438116827653,1165.0,0.0
18,1167.0,-58.78478569054861,73.23369015069542,80.82148944080619,1121859.6619622991,2.219832741710695,1167.0,0.0
19,1170.0,38.164490589500716,76.79453077566811,39.399886318061256,1028371.3567987741,2.3087190584138266,1170.0,0.0
20,1171.0,-60.43377967428754,39.99289629764876,37.088899772524,45435315.05947309,8.499089316475777,1171.0,0.0
21,1172.0,48.29531640076162,54.53027147988179,69.01251392310144,127237579.3097002,11.488608947359296,1172.0,0.0
